PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|MF_TYPE|NO_UNITS|NO_FLOORS|TOTAL_RMS|GARAGE_SPACES|PARKING_SPACES|LOT_SIZE|ACRE|SQUARE_FEET
MF|71351201|E0000JMZ|M80028|ACT|239900|10|Oak Drive||860||01033|N|6|3/14/2012 12:12:00 PM|63|A|2|2|9|0|4|13500|0.31|2119
MF|71351267|FR800015|FR0045|ACT|125000|76|Baker St||161||02721|N|4|3/14/2012 1:17:00 PM|15|M|4|3|20|0|4|6936|0.16|3050
MF|71351273|BB302500|BB2430|ACT|799900|65|Walker St.||39|NVL|02460|N|20|3/14/2012 1:24:00 PM|1048575|A|2|3|12|2|3|9375|0.22|3061
MF|71351292|BB954539|AC1289|ACT|349900|96|Fisher||34||02038|N|4|3/14/2012 1:44:00 PM|15|B|3|3|13|0|6|10018|0.23|2690
MF|71351293|BB923102|BB3041|ACT|114900|16|Jennison Road||2037||02889|N|23|3/21/2012 1:53:00 PM|8388607|G|2|2|10|0|4|5500|0.13|2240
MF|71351316|BB815528|NB4674|ACT|950000|31-41|East Water||362||01845|N|8|3/14/2012 2:08:00 PM|255|E|7|2|25|0|14|18295|0.42|4840
MF|71351346|BB815528|NB4674|ACT|770000|4|Mill||315||01960|N|2|3/16/2012 11:29:00 AM|3|E|12|1|16|0|16|9148|0.21|3736
MF|71351404|TEAM0069|BB3483|ACT|149000|14|Mulberry Street||1144||03060|N|13|3/14/2012 3:11:00 PM|8191|B|3|2|10|0|4|3836|0.09|2979
MF|71351410|B0429250|B30601|ACT|429900|23-23A|Salem St||307||01880|N|29|3/17/2012 11:36:00 AM|536870911|A|2|2|2|0|4|10638|0.24|3091
MF|71351441|FR000085|BB4624|ACT|199900|76|Howe St||161||02724|N|17|3/14/2012 3:37:00 PM|131071|A|2|2|8|3|8|6285|0.14|2000
MF|71351452|TEAM0370|AC0898|ACT|149900|71|Fairmont Ave||401||01604|N|4|3/14/2012 4:07:00 PM|15|A|2|2|11|0|2|5000|0.11|3225
MF|71351480|BB300199|BB2011|ACT|144900|10|State St||173||02780|Y|8|3/14/2012 4:07:00 PM|255|G|2|2|8|0|4|6534|0.15|1780
MF|71351488|FR001014|FR0140|ACT|160000|68|Acushnet Ave||156|NSO|02740|N|1|3/14/2012 4:13:00 PM|1|B|3|3|14|0|0|3237|0.07|2762
MF|71351505|K0001134|K95535|ACT|119900|18-20|Caron St.||428||01550|N|9|3/14/2012 4:32:00 PM|511|A|2|2|14|2|2|5775|0.13|2800
MF|71351525|BB980005|BB4587|ACT|52000|56|Parnell St||2010||02909|Y|10|3/29/2012 10:19:00 AM|1023|A|2|2|10|1|6|4905|0.11|1910
MF|71351534|BB900328|AC0415|ACT|389900|83|Baldwin Ave||14||02149|N|6|3/14/2012 4:53:00 PM|63|B|3|2|14|1|5|6464|0.15|2771
MF|71351538|BB954839|NB4674|ACT|795000|7-11|Ackley Place||1|007|02130|N|1|3/14/2012 5:03:00 PM|1|C|4|2|20|0|2|5563|0.13|3233
MF|71351539|A9500701|A95411|ACT|234900|311|North Ave||187||02339|Y|14|3/14/2012 5:03:00 PM|16383|G|2|3|10|2|4|8712|0.2|2310
MF|71351546|BB810943|BB8130|ACT|274900|78|Garfield St||195||02169|N|3|3/14/2012 5:10:00 PM|7|A|2|2|9|0|4|4911|0.11|1428
MF|71351581|BB954839|NB4674|ACT|495000|24|Akron||1|FHL|02119|N|1|3/14/2012 5:52:00 PM|1|C|4|2|20|0|0|4332|0.1|4160
MF|71351597|E0000TSJ|H80015|ACT|197900|322|Main St||850||01089|N|15|3/16/2012 9:05:00 PM|32767|A|2|3|9|1|1|9886|0.23|2264
MF|71351603|BB807684|K95580|ACT|289000|66|Highland Ave||455|FCH|01420|N|13|3/24/2012 3:15:00 PM|8191|E|6|3|23|0|3|4000|0.09|5688
MF|71351631|BB982718|BB3534|ACT|349900|33-35|Park Rd||45||01721|N|3|3/16/2012 10:24:00 AM|7|B|3|2|11|1|4|6098|0.14|2016
MF|71351785|C4766215|C95221|ACT|1049000|63|Phillips Avenue||327||01966|N|30|3/15/2012 9:00:00 AM|1073741823|A|2|2|13|2|10|22182|0.5|3396
MF|71351788|C0445142|C58300|ACT|425000|74|Livingstone Ave||319|RLS|01915|N|30|3/15/2012 9:04:00 AM|1073741823|G|2|2|10|0|3|5959|0.14|2320
MF|71351820|A9501612|BB7092|ACT|589000|112A-B|Silver Beach Avenue||107|NFA|02556|N|4|3/15/2012 9:56:00 AM|15|F|2|1|10|1|2|0.12|0|1517
MF|71351828|CT005386|H95113|ACT|229900|2|Gordon St.||401||01604|N|7|3/15/2012 10:15:00 AM|127|G|2|2|9|2|5|5000|0.11|3145
MF|71351855|H1383416|H33100|ACT|69900|357|Rollstone St||455||01420|Y|8|3/17/2012 11:46:00 AM|255|G|2|2|10|0|0|9681|0.22|3938
MF|71351868|FR000006|FR0160|ACT|189000|29-31|Hillside Ave||164||02777|N|15|3/15/2012 11:02:00 AM|32767|A|2|2|8|0|2|2178|0.05|1300
MF|71351887|BB300255|BB5155|ACT|499900|14|2nd St||372||01850|N|7|3/15/2012 11:25:00 AM|127|E|6|3|24|0|3|3960|0.09|5400
MF|71351894|G0002899|AC1820|ACT|449900|42|Beckford Street||319||01915|N|16|3/15/2012 11:34:00 AM|65535|E|6|3|18|0|3|2917|0.07|4416
MF|71351931|C0505371|C64900|ACT|429900|21|Ash Street||320||01923|N|24|3/15/2012 12:21:00 PM|16777215|G|2|2|13|2|6|17210|0.4|3000
MF|71351967|G0002132|G61700|ACT|354500|12|Sunny Ave||365||01844|N|19|3/20/2012 1:37:00 PM|524287|B|3|3|13|0|6|10995|0.25|3270
MF|71352015|K0001525|K01222|ACT|70700|40|Dresser St||428||01550|Y|10|3/15/2012 2:08:00 PM|1023|C|4|2|20|0|0|5540|0.13|3456
MF|71352016|BB904889|BB2011|ACT|229900|26|Wales St||173||02780|N|1|3/15/2012 2:09:00 PM|1|A|2|3|9|2|2|10890|0.25|2200
MF|71352034|BB985492|BB3282|ACT|569000|731|Belmont Street||43||02478|N|13|3/15/2012 2:32:00 PM|8191|G|2|2|10|0|4|5014|0.12|3332
MF|71352041|G7000059|AC0639|ACT|259900|137|Willow||364||01841|N|4|3/22/2012 1:25:00 PM|15|A|2|3|12|0|6|6534|0.15|2371
MF|71352046|G0001961|G46000|ACT|109100|56|Lake St||364||01841|Y|8|3/15/2012 2:41:00 PM|255|A|2|2|8|0|0|3102|0.07|1867
MF|71352057|E000PADA|E19101|ACT|165000|21|Whittier Pl||857||01013|N|1|3/15/2012 2:52:00 PM|1|A|3|3|12|1|5|4792|0.11|2316
MF|71352062|CT000263|A95648|ACT|1439000|592|Shore Rd||116|35G|02666|N|29|3/15/2012 6:04:00 PM|1073741823|F|2|2|13|2|3|2400|0.05|2400
MF|71352080|BB809065|BB8079|ACT|104900|24|Everard St||401||01605|Y|7|3/15/2012 3:16:00 PM|127|B|3|3|13|0|0|4747|0.11|3135
MF|71352087|BB301294|AC1338|ACT|330000|10|GALE STREET||406||01532|N|26|3/15/2012 3:25:00 PM|67108863|A|2|1|12|0|2|27443|0.63|3084
MF|71352098|K9500459|K95257|ACT|275000|273-275|Main St||421||01562|N|9|3/15/2012 3:35:00 PM|511|E|6|2|21|0|12|37777|0.87|4120
MF|71352110|K9502132|K95491|ACT|900000|20|French Road||429||01571|N|30|3/15/2012 3:51:00 PM|1073741823|G|2|2|10|2|10|7355977|168.87|2592
MF|71352125|E9500350|M95332|ACT|199000|15|Gaugh St||539||01027|U|1|3/15/2012 4:04:00 PM|1|A|2|2|9|0|3|6186|0.14|2084
MF|71352136|BB981220|BB6640|ACT|549900|5041-5043|Washington St||1|009|02132|N|15|3/15/2012 4:13:00 PM|32767|A|2|4|17|0|4|4792|0.11|4437
MF|71352151|K0001770|K95416|ACT|229900|168|Mechanic St.||428||01550|N|15|3/15/2012 4:36:00 PM|32767|C|5|4|20|3|12|16392|0.38|2140
MF|71352164|M9501149|M95209|ACT|75000|25|Margaret St||839||01105|N|1|3/16/2012 10:01:00 AM|1|E|8|4|32|0|0|6865|0.16|10565
MF|71352210|BB803726|BB4605|ACT|230000|1837|Robeson St,||161||02720|N|3|3/21/2012 7:51:00 AM|7|G|2|2|10|1|3|5756|0.13|2286
MF|71352226|BB301558|BB3163|ACT|359000|101|Trenton Street||1||02128|N|1|3/18/2012 2:24:00 PM|1|J|3|3|12|0|0|3738|0.09|2432
MF|71352231|B9500101|B95027|ACT|579900|161-163|TRAPELO RD.||43||02472|N|12|3/15/2012 6:41:00 PM|4095|A|2|2|10|2|4|6050|0.14|2250
MF|71352247|BB954028|BB5877|ACT|629000|121|High Rock St||312||01902|N|5|3/15/2012 7:51:00 PM|31|E|8|4|38|0|3|3608|0.08|9953
MF|71352248|TEAM0464|AC0792|ACT|469900|109|Jefferson Ave||14||02149|N|14|3/15/2012 7:54:00 PM|16383|B|3|3|15|0|5|6000|0.14|3714
MF|71352279|BB802222|NB5232|ACT|575000|32-34|North Gate Park||39||02465|N|9|3/23/2012 9:35:00 PM|511|A|2|2|8|1|4|7200|0.17|1768
MF|71352283|BB700182|BB7018|ACT|125000|702-04-06|DexterStreet||2012||02863|N|1|3/15/2012 9:14:00 PM|1|J|3|3|10|0|2|4450|0.1|2208
MF|71352300|A8000435|BB4624|ACT|149900|338|Spring St||185||02301|N|2|3/15/2012 10:03:00 PM|3|A|2|2|10|0|2|4792|0.11|2280
MF|71352304|NA100007|BB3519|ACT|1099999|19|Elmwood Park||195||02170|N|9|3/15/2012 10:07:00 PM|511|E|6|3|23|0|11|8196|0.19|4600
MF|71352306|NA100007|BB3519|ACT|1099999|27|Elmwood Park||195||02170|N|9|3/15/2012 10:09:00 PM|511|E|6|3|23|0|11|18156|0.42|4600
MF|71352309|FR001134|FR0046|ACT|179900|203|Wamsutta St||161||02723|N|3|3/15/2012 10:20:00 PM|7|B|3|3|12|0|2|2500|0.06|2400
MF|71352312|FR000340|AC1637|ACT|214900|148|Tallman Street||156|NNO|02745|N|3|3/15/2012 10:29:00 PM|7|B|3|3|15|3|4|4212|0.1|3450
MF|71352324|BB815380|AC0186|ACT|525000|6|Peter Parley||1|007|02130|N|1|3/15/2012 11:03:00 PM|1|B|3|4|13|0|3|3649|0.08|3700
MF|71352360|FR000931|FR0045|ACT|192000|513-515|WHIPPLE||161||02740|N|4|3/16/2012 7:40:00 AM|15|P|5|3|22|1|3|6970|0.16|6110
MF|71352416|BB903860|BB0950|ACT|549000|26-28|Hosmer Street||41||02472|N|16|3/16/2012 9:16:00 AM|65535|G|2|3|11|0|3|6156|0.14|2542
MF|71352440|B0361715|BB5999|ACT|399900|11|Charles St||307||01880|N|20|3/16/2012 9:41:00 AM|1048575|G|2|3|11|0|6|12545|0.29|2969
MF|71352444|BB921905|BB5398|ACT|377000|113-115|Cedar St||46||01701|N|7|3/16/2012 9:49:00 AM|127|F|2|3|16|0|1|6534|0.15|4072
MF|71352479|FR800384|FR0136|ACT|189900|759|COUNTY ST.||156|NNW|02740|N|1|3/16/2012 10:34:00 AM|1|J|3|3|13|0|0|3752|0.09|3113
MF|71352498|M8001268|M95197|ACT|139900|71|Southbridge St.||426||01083|N|15|3/21/2012 8:24:00 AM|32767|A|2|2|10|1|4|0.26|0|1652
MF|71352530|M0000145|M15000|ACT|75000|289-291|Lexington St||839|845|01104|U|8|3/16/2012 11:24:00 AM|255|A|2|2|12|1|3|5937|0.14|2576
MF|71352564|BB301999|BB4555|ACT|269900|63-65|Addison Avenue||185||02302|N|16|3/16/2012 3:39:00 PM|65535|A|2|2|11|0|4|7405|0.17|2240
MF|71352603|B8001282|B92101|ACT|599900|57-59|Myrtle Street||17||02145|N|30|3/16/2012 12:36:00 PM|1073741823|F|2|2|12|0|6|5000|0.11|2902
MF|71352623|NB114873|AC1295|ACT|76000|55-57|Forest Park Ave||839|840|01108|Y|1|3/16/2012 12:59:00 PM|1|G|2|2|12|0|4|13186|0.3|2526
MF|71352630|FR000932|FR0146|ACT|289000|108|Rockdale Ave.||156|23C|02740|N|9|3/16/2012 1:12:00 PM|511|G|2|2|10|2|4|11200|0.26|2268
MF|71352638|A9501706|A95485|ACT|189900|17-19|Ivy Ln||119||02664|N|2|3/16/2012 1:19:00 PM|3|D|2|1|8|0|4|8712|0.2|878
MF|71352643|A8000148|BB3107|ACT|499900|42|W Hodges St||170||02766|N|22|3/16/2012 1:22:00 PM|4194303|A|2|2|13|4|15|136343|3.13|4184
MF|71352645|BB801688|BB5205|ACT|139000|19|Lyons St||372||01852|N|3|3/16/2012 1:24:00 PM|7|A|2|3|10|2|4|3770|0.09|2094
MF|71352652|K9503128|K01224|ACT|177000|164|Nichewaug Rd.||471|26V|01366|N|4|3/18/2012 11:44:00 AM|15|F|2|1|4|0|4|252648|5.8|1012
MF|71352665|FR000539|FR0208|ACT|185000|185-187|County Street||156||02740|N|4|3/16/2012 1:48:00 PM|15|B|3|3|13|0|0|2154|0.05|2682
MF|71352678|BB985707|AC1400|ACT|315000|284-286|Columbia St||161||02721|N|17|3/16/2012 2:01:00 PM|131071|P|5|3|20|0|0|4356|0.1|6463
MF|71352679|H2384811|H17000|ACT|159900|53|Union Street||472||01331|N|1|3/16/2012 2:01:00 PM|1|C|4|3|15|0|4|4366|0.1|3003
MF|71352684|H2384811|H17000|ACT|199900|118-120|Laurel Street||472||01331|N|1|3/16/2012 2:06:00 PM|1|C|4|3|18|0|8|8757|0.2|3744
MF|71352702|C9501023|C80006|ACT|429000|5-1/2|Prospect St||327||01966|N|8|3/19/2012 4:29:00 PM|255|B|3|2|10|1|4|6029|0.14|2075
MF|71352707|FR000805|FR0208|ACT|164900|400|Ashley Blvd||156|NNO|02745|N|3|3/16/2012 2:37:00 PM|7|B|3|1|13|4|4|5227|0.11|2228
MF|71352727|FR000669|FR0186|ACT|220000|232-234|Lowell Street||156|NFN|02745|Y|22|3/16/2012 3:05:00 PM|4194303|D|2|2|10|0|4|9627|0.22|2626
MF|71352730|K0001775|K95519|ACT|45000|51|Arlington St||401||01604|N|2|3/19/2012 5:16:00 PM|3|J|3|3|21|0|0|4999|0.11|4329
MF|71352743|CT006587|AC1846|ACT|339000|76|Pearl Street||14||02149|N|1|3/28/2012 2:11:00 PM|1|G|2|3|11|1|3|3920|0.09|2320
MF|71352747|BB815838|BB8081|ACT|285000|2004|Milk St||174||02715|N|11|3/16/2012 3:28:00 PM|2047|A|2|2|9|1|4|34848|0.8|2469
MF|71352768|CT000263|A95648|ACT|1269000|7|Miller Hill Rd||114|PTN|02657|N|30|3/16/2012 3:43:00 PM|1073741823|A|2|3|12|0|3|4356|0.1|3686
MF|71352782|D0009197|AC1255|ACT|239900|19|Oliver Street||372||01854|N|9|3/16/2012 3:58:00 PM|511|D|2|3|14|0|2|6345|0.15|2255
MF|71352785|BB910773|BB4624|ACT|319000|38|Somerset Avenue||173||02780|N|11|3/16/2012 4:02:00 PM|2047|M|4|2|24|1|8|8276|0.19|3459
MF|71352795|TEAM0318|BB5817|ACT|245000|26|Cutler St||21|41T|02152|U|7|3/16/2012 4:12:00 PM|127|A|2|3|9|1|3|3485|0.08|1832
MF|71352843|M8000124|M95340|ACT|179900|356-358|Hillside Ave||858|16U|01040|N|21|3/19/2012 6:24:00 PM|2097151|A|2|2|12|2|6|5000|0.11|2100
MF|71352847|K8000064|NB1494|ACT|164900|15|Rutledge Ave||839||01105|N|19|3/16/2012 5:47:00 PM|524287|J|3|3|14|0|3|4173|0.1|3455
MF|71352872|E0000DRN|E25901|ACT|325000|12-14|Western Avenue||530||01060|N|3|3/16/2012 6:42:00 PM|7|G|2|2|12|0|4|4356|0.1|4375
MF|71352896|CT003888|AC1163|ACT|275000|19|Burlington Ave||372||01851|N|1|3/23/2012 8:32:00 PM|1|B|3|3|13|0|5|3420|0.08|3473
MF|71352897|K9502907|BB3170|ACT|150000|8|Elton Street||401|EWR|01604|N|19|3/16/2012 7:22:00 PM|524287|A|2|2|7|0|2|13500|0.31|2027
MF|71352898|BB921703|K95588|ACT|227400|69-71|King Rd||430||01507|N|26|3/16/2012 7:25:00 PM|67108863|A|2|1|11|0|3|40000|0.92|2184
MF|71352911|A8000328|A14007|ACT|165000|63|Houghton St||401||01604|Y|3|3/16/2012 8:47:00 PM|7|J|3|3|21|2|5|6250|0.14|4284
MF|71352917|BB300660|AC0203|ACT|179000|107|Park St||67||02703|N|16|3/24/2012 9:31:00 AM|65535|B|3|3|17|3|3|5589|0.13|3372
MF|71352955|C0001240|BB5145|ACT|399900|13|oak||372|BLV|01854|N|1|3/17/2012 7:47:00 AM|1|E|6|2|30|0|3|2817|0.06|6170
MF|71352967|BB901909|AC0983|ACT|529000|220|Hyde Park Avenue||1|007|02130|N|1|3/26/2012 8:32:00 AM|1|J|3|3|18|0|0|3717|0.09|4008
MF|71352968|C0001240|BB5145|ACT|649900|54|Marshall St.||372|HIG|01854|N|1|3/17/2012 9:08:00 AM|1|E|11|2|46|0|16|14636|0.34|8224
MF|71352974|H9585525|H95001|ACT|125000|921|Westminster Hill Rd||455||01420|N|16|3/17/2012 9:24:00 AM|65535|G|2|0|10|2|6|5268|0.12|1728
MF|71352987|FR000048|FR0155|ACT|249900|872|Sanford Rd||160||02790|N|1|3/17/2012 10:33:00 AM|1|A|2|1|8|0|6|28358|0.65|1908
MF|71353012|BB981029|BB8190|ACT|350000|990|River Street||1|006|02136|N|3|3/17/2012 12:05:00 PM|7|B|3|3|17|0|1|3553|0.08|3771
MF|71353045|BB800824|BB7140|ACT|449000|19-21|Quimby St||41||02472|N|5|3/18/2012 5:09:00 PM|31|F|2|2|10|0|4|4200|0.1|1920
MF|71353046|BB800824|BB7140|ACT|440000|9|Willow Park||41||02472|N|4|3/18/2012 5:09:00 PM|15|A|2|2|10|0|4|2454|0.06|2060
MF|71353064|FR000747|BB0440|ACT|224900|228|Bradford Avenue||161||02721|N|4|3/17/2012 3:02:00 PM|15|E|6|3|24|0|1|6098|0.14|5598
MF|71353089|BB923657|BB3428|ACT|74000|81-R|Off Hamilton St||428||01550|N|5|3/17/2012 5:18:00 PM|31|G|2|2|8|0|3|7147|0.16|1614
MF|71353141|BB901210|A14005|ACT|334900|27|Alden St||186||02382|N|29|3/19/2012 2:13:00 AM|536870911|G|2|2|10|2|8|11248|0.26|2117
MF|71353210|A8001182|BB2685|ACT|124900|42|Brett St||185||02301|N|1|3/18/2012 2:51:00 PM|1|A|2|2|11|0|2|3920|0.09|2579
MF|71353211|BB803637|BB3468|ACT|479000|24|Washburn St||1||02125|N|12|3/19/2012 3:18:00 PM|4095|B|3|3|10|0|0|2400|0.06|2430
MF|71353222|J0001271|M95340|ACT|149900|52-54|Somerset St||839||01108|N|8|3/20/2012 3:10:00 PM|255|G|2|2|10|2|2|5502|0.13|2418
MF|71353233|BB800665|NB1840|ACT|235000|333-333A|Meridian St||1|019|02128|N|10|3/18/2012 5:06:00 PM|1023|J|3|3|9|0|0|1250|0.03|2800
MF|71353241|BB800665|NB1840|ACT|499000|6|Garfield Ave||20||02151|N|20|3/18/2012 6:08:00 PM|1048575|E|5|3|24|0|4|2985|0.07|3945
MF|71353274|BB981881|AC1500|PCG|319900|29|N Bedford St||182||02333|N|24|3/18/2012 8:24:00 PM|16777215|B|4|2|14|0|8|21780|0.5|3150
MF|71353298|M9500978|M95248|ACT|38400|47-49|Lincoln St||565||01201|Y|2|3/19/2012 1:16:00 PM|3|C|4|2|16|0|2|5663|0.13|3736
MF|71353322|FR800463|FR7001|ACT|799000|29|Drift Road||160|39Y|02790|N|30|3/19/2012 5:30:00 AM|1073741823|F|2|4|9|1|10|347696|7.98|2026
MF|71353360|H8000086|H95083|ACT|224900|25|Kress St||364||01841|N|15|3/19/2012 9:09:00 AM|32767|G|2|3|8|2|8|18091|0.42|1243
MF|71353406|F00157JX|C95065|ACT|550000|136|Winter Street||352||01832|N|3|3/19/2012 10:36:00 AM|7|P|13|0|30|0|1|6143|0.14|9362
MF|71353459|E00PHPLE|E36402|ACT|298000|117|Maple St||521||01341|N|25|3/19/2012 11:39:00 AM|33554431|F|2|2|16|2|6|129373|2.97|3756
MF|71353471|K8001585|K80036|ACT|149900|392|Hamilton St||428||01550|N|15|3/19/2012 11:50:00 AM|32767|J|3|3|18|0|0|5438|0.12|5028
MF|71353507|FR000787|FR0163|ACT|169900|329|Purchase St||156||02740|N|11|3/19/2012 12:27:00 PM|2047|A|2|3|11|0|4|4346|0.1|2442
MF|71353526|CT000135|AC0049|ACT|163400|283|Coffin Avenue||156||02746|N|2|3/19/2012 12:47:00 PM|3|B|3|3|15|0|4|4791|0.11|2599
MF|71353581|NB110241|NB2936|ACT|475000|20|Wellington Hill St||1|003|02126|N|1|3/19/2012 2:00:00 PM|1|B|3|3|18|0|2|7841|0.18|5427
MF|71353594|BB300116|M95266|ACT|1049000|103-107|Hancock St||39|AUB|02466|N|19|3/19/2012 2:13:00 PM|524287|I|3|3|19|1|5|9380|0.22|5918
MF|71353597|BB910448|FR0140|PCG|329900|10-12|Margin St||156|NSO|02744|N|1|3/21/2012 11:13:00 AM|1|E|5|2|22|0|1|5092|0.12|1828
MF|71353602|BB301558|BB3163|ACT|214900|31|Gerrish Avenue (rear)||22||02150|N|1|3/19/2012 2:18:00 PM|1|G|2|2|10|0|0|99999999|2295.68|99999
MF|71353615|M0001543|M56400|ACT|99900|21-23|Carew St||859||01075|Y|1|3/19/2012 2:36:00 PM|1|A|2|2|12|0|0|3630|0.08|2094
MF|71353632|CT002657|K95581|ACT|120000|91 & 93|Marshall Street||455|FCH|01421|Y|13|3/19/2012 2:49:00 PM|8191|P|5|3|19|0|2|6970|0.16|4153
MF|71353649|BB300717|AC0392|ACT|329900|8-10|Emmet Terrrace||20||02151|N|11|3/19/2012 3:06:00 PM|2047|A|2|2|10|0|4|3260|0.07|2318
MF|71353653|E8000130|M95332|ACT|150000|469|Old Field Rd||857||01013|U|1|3/19/2012 3:17:00 PM|1|A|2|2|9|0|3|5837|0.13|1728
MF|71353670|H8000275|AC1827|ACT|330000|357|Hamilton St||454||01453|N|1|3/19/2012 3:31:00 PM|1|A|2|2|12|2|6|8448|0.19|2790
MF|71353676|H3265308|H17000|ACT|114900|84|Walnut Road||473||01364|N|26|3/19/2012 3:33:00 PM|67108863|G|2|3|12|0|4|12197|0.28|2683
MF|71353711|G8002001|K95580|ACT|149900|37|South Street||455||01420|N|14|3/25/2012 10:33:00 AM|16383|G|2|2|9|5|11|9751|0.22|2425
MF|71353735|E8000110|E16901|ACT|329900|39-41|Matthew Drive||530|FLO|01062|N|2|3/19/2012 4:38:00 PM|3|F|2|2|8|0|4|10454|0.24|2080
MF|71353750|BB902556|AC1127|ACT|224900|436|North Washington St.||68||02760|N|6|3/23/2012 1:17:00 PM|63|G|2|2|8|1|3|4781|0.11|1529
MF|71353758|BB806025|NB1956|ACT|439000|20|Montello St||1|002|02122|N|11|3/21/2012 1:49:00 PM|2047|B|3|3|15|0|0|6534|0.15|4249
MF|71353759|BB904004|AC0680|ACT|399000|9|Jaques St||17|WTH|02145|N|15|3/19/2012 5:05:00 PM|32767|A|2|3|11|0|1|2900|0.07|2326
MF|71353774|H2384811|H17000|ACT|199900|12|Chase Street||473||01364|N|2|3/21/2012 10:48:00 AM|3|C|3|3|18|2|8|29621|0.68|2479
MF|71353800|BB800415|BB9947|ACT|1550000|22|Dwight St||1|104|02118|N|3|3/19/2012 6:47:00 PM|7|C|4|5|16|0|0|1400|0.03|3645
MF|71353809|BB805653|BB7158|PCG|459000|39-41|Rockland Street||1||02119|N|24|3/19/2012 7:02:00 PM|16777215|F|2|2|12|0|2|4200|0.1|3000
MF|71353852|TEAM0204|G80034|ACT|285000|18|Barker St||866|874|01069|N|27|3/19/2012 9:16:00 PM|134217727|B|3|0|15|4|20|64904|1.49|2700
MF|71353866|C0001662|NB4126|ACT|175000|1180|Gorham St||372||01852|N|9|3/19/2012 9:56:00 PM|511|A|2|2|9|0|8|3200|0.07|2174
MF|71353931|B9500190|B99271|ACT|759900|10|Dow St.||17||02144|N|27|3/20/2012 9:16:00 AM|134217727|A|2|3|12|0|2|3375|0.08|3056
MF|71353969|M8001430|M95273|ACT|398000|76 & 82|Springfield St||857||01013|N|4|3/23/2012 7:53:00 AM|15|E|10|2|0|0|10|0.24|0|0
MF|71353994|FR700010|FR0224|ACT|325000|101-103|Wareham St||150||02738|N|3|3/20/2012 10:51:00 AM|7|F|2|2|12|0|8|14810|0.34|2504
MF|71353997|C1541120|AC1714|ACT|289900|33|Cherry St||312|DID|01902|N|1|3/20/2012 10:57:00 AM|1|B|3|3|12|2|4|3044|0.07|2286
MF|71354049|BB700332|NB1251|ACT|139900|144|Tribou St||185||02301|N|12|3/20/2012 12:11:00 PM|4095|A|2|2|9|0|4|5663|0.13|2020
MF|71354061|BB808934|BB5918|ACT|1879000|160|W Brookline St||1|104|02118|N|18|3/20/2012 12:27:00 PM|262143|A|2|5|10|0|2|1540|0.04|3098
MF|71354072|BB815435|NB1990|ACT|199000|16|Appleton St||185||02301|U|7|3/21/2012 9:14:00 PM|127|A|2|2|10|0|4|6970|0.16|1772
MF|71354100|FR001134|FR0046|ACT|229900|39|Clark St||163||02726|N|10|3/20/2012 1:12:00 PM|1023|A|2|2|12|0|5|12632|0.29|2393
MF|71354153|NB100050|NB2769|ACT|73900|34-36|East St||455||01420|U|13|3/20/2012 2:09:00 PM|8191|B|3|3|15|0|0|5466|0.13|5081
MF|71354158|A9500363|A95045|ACT|699900|213|Beaver Dam Rd||202||02066|N|18|3/20/2012 2:15:00 PM|262143|G|2|2|13|2|6|52708|1.21|4093
MF|71354175|TM002123|M95389|ACT|225000|14|Sterling Street||862||01085|U|5|3/20/2012 2:28:00 PM|31|G|2|2|10|2|4|5141|0.12|2464
MF|71354189|A0002369|BB9956|ACT|559000|282-284|Water St||195||02169|N|4|3/20/2012 2:38:00 PM|15|C|4|2|19|0|10|7100|0.16|3646
MF|71354191|BB809517|AC0249|ACT|480000|48|Heath St||17|WTH|02145|N|7|3/20/2012 2:41:00 PM|127|G|2|2|12|2|4|5200|0.12|2822
MF|71354195|K0001232|K95416|ACT|189900|15A-B & 19|Everard Street||401||01605|N|7|3/20/2012 2:44:00 PM|127|P|5|5|26|0|3|9522|0.22|6600
MF|71354196|BB300781|AC1527|PCG|689000|275-277|Lexington St||39||02466|N|15|3/22/2012 3:41:00 PM|32767|A|2|2|14|2|5|8312|0.19|2840
MF|71354207|BB901987|BB2640|ACT|899000|30|Moraine St||1|007|02130|N|2|3/20/2012 3:02:00 PM|3|A|2|3|14|2|2|6098|0.14|3081
MF|71354223|TM003742|G80039|ACT|299900|2|Elmwood Road||365||01844|N|4|3/21/2012 11:02:00 AM|15|A|2|2|8|2|4|5500|0.13|2048
MF|71354240|H6503255|H52600|ACT|125000|77|PROSPECT||472||01331|N|15|3/20/2012 3:37:00 PM|32767|A|2|2|9|0|4|8062|0.19|2468
MF|71354247|H2384811|H17000|ACT|155000|179|West River Street||473||01364|U|1|3/20/2012 3:45:00 PM|1|A|2|2|10|1|3|10454|0.24|2002
MF|71354252|H4589966|H29200|ACT|349900|222-224|Main Street||472||01331|N|5|3/20/2012 3:53:00 PM|31|E|10|3|35|0|10|8400|0.19|7710
MF|71354265|C8000966|C75001|ACT|1590000|15 & 17|Bridge Street||325||01944|N|18|3/21/2012 3:41:00 PM|262143|B|3|2|15|2|6|13196|0.3|4852
