PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|MF_TYPE|NO_UNITS|NO_FLOORS|TOTAL_RMS|GARAGE_SPACES|PARKING_SPACES|LOT_SIZE|ACRE|SQUARE_FEET
MF|71281958|A8002223|NB2435|ACT|340000|224|W Chestnut St||185||02301|N|2|10/18/2011 10:42:00 PM|3|B|3|3|15|0|4|19166|0.44|2931
MF|71281991|BB302717|AC1295|ACT|162000|241|Weld St||156||02740|N|4|9/8/2011 4:46:00 PM|15|B|3|3|18|1|2|3289|0.08|3486
MF|71281997|K9500730|BB5169|ACT|149900|103|Main Street||438||01504|N|15|11/3/2011 10:01:00 PM|32767|A|2|3|13|4|6|22100|0.5|3837
MF|71282017|G9502994|AC0928|ACT|525000|85|Main Street||362||01845|N|1|9/2/2011 9:40:00 AM|1|C|4|3|10|0|7|5644|0.13|3995
MF|71282056|H8000063|H95085|ACT|230000|30 - 32|Rolling Acres||456||01462|N|2|9/14/2011 10:20:00 AM|3|F|2|2|8|0|10|183823|4.22|2080
MF|71282128|K0002022|K01250|ACT|399000|19|Winslow St||1||02136|N|24|9/2/2011 12:29:00 PM|16777215|G|2|3|13|2|2|6969|0.16|2750
MF|71282129|BB301823|BB0125|ACT|219900|77-79|Division St||68||02760|N|14|9/2/2011 12:29:00 PM|16383|G|2|3|15|1|5|7622|0.17|3016
MF|71282471|FR000197|FR0150|ACT|239000|477|Middle St||161||02724|N|2|9/7/2011 5:37:00 PM|3|C|4|4|16|0|0|5000|0.11|2200
MF|71282473|FR000197|FR0150|ACT|198000|2335|S Main St||161||02724|N|2|9/7/2011 5:37:00 PM|3|B|3|3|15|0|5|5000|0.11|2100
MF|71282480|K0002029|BB3154|ACT|69900|54|Elliot St||401||01605|N|4|9/3/2011 5:54:00 PM|15|B|3|3|13|0|3|1928|0.04|2497
MF|71282677|M9502218|AC0643|ACT|109900|57-59|Mahl Ave||3065||06120|N|7|9/5/2011 4:46:00 PM|127|B|3|3|15|0|4|4970|0.11|3453
MF|71282883|FR001208|FR0227|ACT|279000|599/601|Warren Street||161||02721|N|21|9/6/2011 10:17:00 AM|2097151|P|5|2|24|0|6|9583|0.22|3168
MF|71282892|C2387832|BB9131|ACT|599900|241|Haverhill St||365||01844|N|8|9/16/2011 2:56:00 PM|255|A|2|2|7|1|4|20473|0.47|4564
MF|71282960|BB982703|AC0081|ACT|274900|39|Bay Street||196||02045|N|8|9/6/2011 11:28:00 AM|255|E|6|2|18|0|5|4919|0.11|3578
MF|71282962|BB982703|AC0081|ACT|249900|37|Bay St||196||02045|N|8|9/6/2011 11:30:00 AM|255|C|4|3|15|0|4|4919|0.11|2951
MF|71282994|FR001043|AC0153|ACT|127900|1|Stanton Court||156||02740|N|1|9/6/2011 11:49:00 AM|1|B|3|3|15|0|4|1568|0.04|2232
MF|71283003|M8000338|M95260|ACT|265000|276-276.5|Stony Hill Rd||855||01095|N|3|9/6/2011 11:59:00 AM|7|F|2|2|12|4|10|174240|4|2100
MF|71283050|C9500882|C75000|ACT|350000|87|Bridge Street||316||01970|N|4|9/6/2011 12:27:00 PM|15|C|4|2|12|2|5|4500|0.1|3690
MF|71283185|K0002212|AC1796|ACT|174000|141|Cambridge St||401||01603|N|16|10/20/2011 8:00:00 PM|65535|B|3|3|18|0|0|4666|0.11|4562
MF|71283219|BB804433|BB4624|ACT|189000|8|Marvel||173||02780|N|5|3/16/2012 8:33:00 AM|31|J|3|3|12|0|6|3484|0.08|1728
MF|71283267|BB800543|BB2432|ACT|399000|135-137|Thacher St||28||02186|N|3|9/6/2011 4:01:00 PM|7|A|2|2|10|2|4|4500|0.1|2304
MF|71283335|NB112664|NB3378|ACT|249999|47|Jenkins Ave||186||02382|N|15|9/6/2011 4:58:00 PM|32767|A|2|2|9|0|4|10042|0.23|2236
MF|71283359|C9501230|C95039|ACT|348000|40|Parker St||342|23M|01951|N|10|9/6/2011 5:17:00 PM|1023|A|1|2|11|2|6|44866|1.03|2624
MF|71283429|BB910412|BB9067|ACT|239900|12|Porter St||316||01970|N|2|9/6/2011 7:34:00 PM|3|J|3|3|14|0|0|1802|0.04|2654
MF|71283441|C7443304|BB3558|ACT|269900|590-592|Andover St||364|SLW|01843|N|7|10/7/2011 10:04:00 AM|127|C|4|3|18|0|6|4957|0.11|4176
MF|71283458|K8000546|K95491|ACT|75000|101-103|Martin St||858|16R|01040|N|8|9/15/2011 1:05:00 PM|255|D|2|2|8|2|2|6000|0.14|1800
MF|71283669|BB301851|BB9924|ACT|449900|37-39|Lincoln Avenue||69||02762|N|11|11/9/2011 11:12:00 AM|2047|F|2|2|10|0|4|20038|0.46|2866
MF|71284453|C8000392|G60800|EXT|264900|25|South Warren Street||352|BRD|01835|N|16|9/8/2011 11:35:00 AM|65535|G|2|3|13|0|6|9583|0.22|3507
MF|71284535|FR000164|FR0050|ACT|264900|128 & 536|Stewart St & North Underwood||161||02720|N|2|9/8/2011 12:48:00 PM|3|E|5|0|24|0|8|9583|0.22|5765
MF|71284561|G8002294|G62115|ACT|340000|239|School St.||372||01854|N|1|9/8/2011 2:39:00 PM|1|B|3|3|15|0|4|3283|0.08|3426
MF|71284602|D0000463|G80003|ACT|419000|40-42|LAWNDALE ROAD||377||01879|N|21|10/21/2011 1:13:00 PM|2097151|F|2|3|12|0|12|58806|1.35|3786
MF|71284631|BB806440|M95383|ACT|680000|968|South St||1|008|02131|N|11|9/8/2011 2:35:00 PM|2047|J|3|3|14|0|5|4563|0.1|3120
MF|71284692|NH000132|BB5884|ACT|89999|609|First Ave||1021||03570|U|11|9/8/2011 3:30:00 PM|2047|A|2|2|10|0|3|6098|0.14|6098
MF|71284840|C8000615|C95236|ACT|199000|34|Hazel St||316|29P|01970|N|17|9/8/2011 7:52:00 PM|131071|A|2|3|9|1|5|3049|0.07|1980
MF|71285099|F00157EK|F33001|ACT|219900|8|PORTER STREET||352||01832|N|1|9/9/2011 12:26:00 PM|1|B|3|3|14|0|3|3640|0.08|2868
MF|71285139|CT000627|A95509|ACT|225000|23-25|Boxberry Lane||119|WYA|02673|N|8|9/9/2011 1:04:00 PM|255|D|2|1|8|0|2|18731|0.43|1542
MF|71285141|CT000627|A95509|ACT|198000|27-29|Boxberry Lane||119|WYA|02673|N|1|9/9/2011 1:06:00 PM|1|D|2|1|8|0|2|8712|0.2|1542
MF|71285154|BB921409|BB4624|ACT|154900|4|State St||173||02780|N|5|9/9/2011 1:21:00 PM|31|F|2|2|10|0|0|3485|0.08|2280
MF|71285190|FR800512|BB8150|EXT|224900|647|Birch||161||02724|N|18|3/9/2012 11:02:00 AM|262143|B|3|3|21|0|0|2613|0.06|3569
MF|71285286|FR800385|FR0136|RAC|124900|37|FLINT STREET||161||02723|N|8|9/9/2011 4:01:00 PM|255|B|3|3|12|0|0|1742|0.04|2172
MF|71285306|E9500228|E36401|ACT|299900|81|North Main Street||522|SDF|01373|N|10|9/9/2011 4:19:00 PM|1023|A|2|2|11|1|6|16988|0.39|2406
MF|71285548|BB804978|AC0607|ACT|239000|79|Denton St||185||02301|N|29|9/10/2011 11:55:00 AM|536870911|G|2|2|12|1|6|10890|0.25|2600
MF|71285564|A0002019|A95204|ACT|233000|583-585|Union Street||187||02370|N|5|9/10/2011 3:11:00 PM|31|A|2|2|8|0|8|65340|1.5|2100
MF|71285580|BB922207|BB8195|ACT|495000|10|Crescent Ave||1|05V|02125|N|1|9/10/2011 1:53:00 PM|1|B|3|3|15|0|0|1498|0.03|2968
MF|71285585|BB922207|BB8195|ACT|495000|10|Fox Street||1|002|02122|N|1|9/10/2011 2:09:00 PM|1|B|3|3|14|0|0|2003|0.05|3384
MF|71285589|BB922207|BB8195|ACT|495000|12|Fox Street||1|002|02122|N|1|9/10/2011 2:15:00 PM|1|B|3|3|14|0|0|1883|0.04|3384
MF|71285591|CT002825|K95310|ACT|218900|14-16|Forest St||435||01588|N|16|9/12/2011 10:52:00 AM|65535|F|2|2|12|2|4|12138|0.28|2547
MF|71285592|TM005072|AC0766|ACT|115000|305|Lowell St||364|NLW|01841|N|1|9/13/2011 8:02:00 PM|1|A|2|3|13|0|5|4250|0.1|3140
MF|71285615|BB922207|BB8195|ACT|990000|105-107|Sydney Street||1|05V|02125|N|1|9/10/2011 3:19:00 PM|1|E|6|3|28|0|0|4848|0.11|7374
MF|71285629|FR000036|FR0056|ACT|275000|148|BARNES ST||161||02723|N|4|9/10/2011 4:34:00 PM|15|E|6|3|24|0|0|4792|0.11|5565
MF|71285689|FR000943|FR0154|ACT|225000|266-268|Bates St||156|NNO|02745|N|9|10/14/2011 7:16:00 AM|511|A|2|2|12|0|6|2874|0.06|2596
MF|71285743|A8002008|A95491|ACT|485000|300|Walker St||107|FAL|02540|N|22|9/11/2011 12:38:00 PM|4194303|A|2|1|9|0|6|17859|0.41|1692
MF|71285885|CT000175|C95098|ACT|274900|23|Plumer Street||14||02149|N|16|9/12/2011 8:22:00 AM|65535|A|2|2|8|0|3|3444|0.08|1646
MF|71285925|H9500149|AC1949|EXT|264900|70|Greeley St||404||01510|N|17|9/12/2011 10:13:00 AM|131071|B|3|3|16|2|4|26293|0.6|5417
MF|71285965|G8000138|D95031|ACT|126499|268|School St||472||01331|Y|12|11/25/2011 7:28:00 AM|4095|E|6|3|25|2|8|9409|0.22|5256
MF|71286106|BB922207|BB8195|ACT|475000|12|Navillus Terrace||1|002|02122|N|1|9/12/2011 1:08:00 PM|1|B|3|3|15|0|0|3183|0.07|3231
MF|71286128|BB922207|BB8195|ACT|425000|8|Juliette Street||1|05O|02122|N|1|9/12/2011 1:30:00 PM|1|B|3|3|15|0|0|2010|0.05|3312
MF|71286150|BB954349|BB8070|ACT|349000|8|Wisteria St||316||01970|N|1|9/12/2011 1:55:00 PM|1|A|2|3|12|0|0|4764|0.11|2862
MF|71286181|M8000223|NB2819|ACT|169900|7|Cross Street||862||01085|N|17|9/16/2011 1:13:00 PM|131071|G|2|2|11|0|4|6270|0.14|2508
MF|71286254|K9503281|K95506|PCG|119900|61|Mecchanic St||421|32P|01562|N|9|9/12/2011 3:35:00 PM|511|B|3|2|10|1|6|3361|0.08|2300
MF|71286348|G8000014|G40100|ACT|180000|193|Prospect St||364||01841|N|2|9/14/2011 1:06:00 PM|3|J|3|3|15|0|0|6821|0.16|3693
MF|71286641|TEAM0371|K95491|ACT|159900|24|Vale||401||01604|N|21|9/13/2011 11:59:00 AM|2097151|B|3|3|15|0|2|5250|0.12|3369
MF|71286726|M8000731|M15000|ACT|153900|42-44|Sylvan||839|841|01108|N|7|9/13/2011 1:32:00 PM|127|A|2|3|14|2|4|5005|0.11|3136
MF|71286948|BB301821|BB0125|ACT|759000|45-47|North  Main St||30||02067|N|25|9/13/2011 6:22:00 PM|33554431|F|2|3|12|2|8|13000|0.3|4100
MF|71287337|FR000202|FR0021|ACT|139900|296|Canonicus St.||2002||02878|N|8|9/14/2011 3:03:00 PM|255|A|2|2|9|1|2|10890|0.25|1730
MF|71287449|NB112684|NB5315|ACT|375900|39|OAK STREET||1|05F|02136|N|15|9/14/2011 4:31:00 PM|32767|A|2|3|10|0|6|10890|0.25|3244
MF|71287458|A9502470|A95640|ACT|374900|45|Ridgewood Ave||101||02601|N|3|9/14/2011 3:55:00 PM|7|B|3|2|15|0|5|10454|0.24|3506
MF|71287495|K0002118|BB9805|ACT|249000|32|Carroll St||441||01757|N|16|9/21/2011 9:29:00 AM|65535|A|2|2|10|2|4|14391|0.33|2419
MF|71287508|NB110776|BB9278|ACT|50000|159|Highland Ave||455|FCH|01420|N|3|9/14/2011 4:36:00 PM|7|G|2|3|11|1|4|4394|0.1|2000
MF|71287650|K0001847|AC1028|ACT|400000|77|South Street||408||01581|N|8|9/14/2011 10:53:00 PM|255|B|3|3|13|0|6|11674|0.27|3770
MF|71287736|C9500506|C95065|ACT|199900|210|Ferry Street||364||01841|N|8|9/15/2011 11:12:00 AM|255|A|2|2|10|0|6|3588|0.08|2230
MF|71287784|K8001639|K80036|ACT|529900|5|Smith Lane||409||01545|N|7|9/15/2011 10:47:00 AM|127|P|5|2|20|4|10|10580|0.24|4387
MF|71287917|K9503252|K95624|ACT|135800|39|Stoneland Rd||401||01603|N|27|9/15/2011 12:59:00 PM|134217727|J|3|3|18|0|3|4542|0.1|4140
MF|71288109|BB983027|BB6008|ACT|169900|30|Huntington Ave||405||01752|N|6|3/14/2012 10:27:00 PM|63|B|3|3|10|0|2|5945|0.14|2018
MF|71288170|CT002674|K80021|ACT|99900|41-43|Coburn||372||01850|N|2|9/15/2011 5:07:00 PM|3|G|2|2|10|0|0|1259|0.03|2258
MF|71288195|FR000012|FR0046|ACT|139900|320|Third||161||02721|N|1|9/15/2011 5:39:00 PM|1|P|5|3|15|0|5|5227|0.12|2892
MF|71288216|M0000145|M15000|ACT|159900|207|Broadway Street||857||01020|N|17|10/3/2011 2:42:00 PM|131071|B|3|3|15|0|0|5663|0.13|3603
MF|71288383|M8000124|M95340|ACT|159900|27|Pulaski St||868||01082|N|4|9/16/2011 9:51:00 AM|15|B|3|2|15|0|6|6970|0.16|4341
MF|71288491|BB901996|BB2640|ACT|1225000|59|Reservoir Road||12||02467|N|2|9/19/2011 10:04:00 AM|3|J|3|4|18|0|6|5688|0.13|5193
MF|71288504|BB810763|C00126|ACT|239000|11|Cobbet PL||312||01902|N|3|9/16/2011 12:37:00 PM|7|B|3|3|9|0|3|4134|0.09|3207
MF|71288555|BB902845|BB8192|PCG|189000|414-416|Middleboro Ave||173||02718|N|4|9/16/2011 1:53:00 PM|15|J|3|3|14|0|6|5663|0.13|3589
MF|71288556|BB905015|BB3955|ACT|344900|195-195A|West Main Street||405||01752|N|1|9/16/2011 2:33:00 PM|1|B|4|4|14|0|5|9470|0.21|2750
MF|71288596|M0000145|M15000|ACT|159900|213-215|Broadway St||857||01020|U|11|12/9/2011 11:49:00 AM|2047|C|4|2|14|3|3|11325|0.26|0
MF|71288657|BB805664|FR0126|ACT|77000|95|WILLIS STREET||156||02740|N|15|11/5/2011 3:15:00 PM|32767|G|2|2|10|0|2|4965|0.11|2428
MF|71288687|NB110725|NB1302|ACT|259000|2|W Eagle St||1|019|02128|N|2|9/25/2011 3:19:00 PM|3|G|2|2|11|0|0|2340|0.05|2378
MF|71288810|FR000953|FR0235|ACT|319900|42|Kingston Ave||2005||02840|N|4|9/16/2011 8:22:00 PM|15|J|3|3|12|0|3|3673|0.08|2450
MF|71288873|B9500175|B92101|ACT|449900|27-29|VALLEY STREET||16||02155|N|21|9/25/2011 10:04:00 AM|2097151|G|2|3|13|0|6|5140|0.12|2622
MF|71288878|BB810451|BB9924|ACT|189900|42|Tingley St||2011||02861|N|15|2/20/2012 2:36:00 PM|32767|G|2|2|12|0|4|10000|0.23|2132
MF|71288893|TEAM0270|BB4539|ACT|259000|6-8|Crescent Ave||2009||02915|N|7|9/17/2011 11:52:00 AM|127|J|3|3|16|0|8|7320|0.17|3632
MF|71288961|BB980788|BB6007|ACT|409000|12|Beacon St||61||01803|N|10|9/30/2011 1:20:00 PM|1023|B|3|3|16|0|10|16995|0.39|4364
MF|71288963|TEAM0033|NB4344|ACT|330000|2|Holliston Street||35||02053|N|26|11/22/2011 9:28:00 PM|67108863|G|2|3|14|0|8|15246|0.35|3290
MF|71288998|FR000480|FR0160|ACT|189400|115|Park St||156|NWE|02740|N|2|9/17/2011 8:48:00 PM|3|A|2|2|10|0|2|2600|0.06|2862
MF|71289072|BB807517|NB5274|ACT|299000|3|Orient Ave||14||02149|N|15|9/18/2011 4:41:00 PM|32767|G|2|3|7|0|2|1792|0.04|0
MF|71289118|BB800940|NB1542|ACT|249900|7|North Ave||1||02119|N|8|9/18/2011 7:04:00 PM|255|A|2|2|9|0|3|4104|0.09|2086
MF|71289132|BB301870|AC0794|ACT|359900|47|Lincoln St||21||02152|N|7|9/18/2011 8:34:00 PM|127|A|2|3|14|2|4|4057|0.09|2258
MF|71289140|CT005783|A95065|ACT|344000|132R|Union St.||187||02370|N|17|3/25/2012 9:34:00 PM|131071|F|2|2|11|0|5|20000|0.46|2566
MF|71289208|BB800012|BB3282|ACT|3295000|7|Colchester St||12|06Z|02446|N|30|9/19/2011 2:12:00 PM|1073741823|A|2|3|29|2|8|22918|0.53|8812
MF|71289213|BB904983|BB4796|ACT|439900|302|Water St||195||02169|N|16|10/17/2011 6:10:00 PM|65535|C|4|2|14|0|10|5950|0.14|2532
MF|71289275|BB804313|BB5779|ACT|379900|561|Hollis St (lot 37a)||46||01702|N|1|9/19/2011 10:43:00 AM|1|B|3|2|13|0|6|8023|0.18|2600
MF|71289414|G8000366|NB4472|ACT|157000|6-8|Pleasant Ter||364||01841|N|7|9/20/2011 4:11:00 PM|127|A|2|3|11|0|4|3512|0.08|2056
MF|71289474|BB921287|BB8588|ACT|285000|11-13|Grant Street||65||01754|N|30|1/4/2012 10:58:00 AM|1073741823|F|2|2|11|1|4|0.17|0|3146
MF|71289514|NB112950|NB3609|ACT|249900|32|Washington St||404||01510|N|8|9/19/2011 3:24:00 PM|255|A|2|2|10|2|6|4973|0.11|2400
MF|71289525|TEAM0438|AC0645|ACT|119000|15|Mattoon St||839|848|01105|N|16|9/19/2011 3:37:00 PM|65535|A|2|3|10|0|2|1616|0.04|3378
MF|71289557|BB983257|BB2063|ACT|339123|27|Englewood Ave||14||02149|N|26|2/29/2012 2:39:00 PM|67108863|A|2|2|11|2|3|4404|0.1|2444
MF|71289572|H8342450|H10900|ACT|124900|41|Nutting Street||455||01420|N|12|9/19/2011 5:01:00 PM|4095|A|2|2|11|0|4|25200|0.58|2184
MF|71289589|CT000529|BB9703|ACT|375000|56|Willow St||25||02035|N|25|9/23/2011 1:17:00 PM|33554431|G|3|2|13|0|9|40436|0.93|2881
MF|71289719|FR800388|FR0136|ACT|179900|166 1/2|GRINNELL ST.||156|23D|02740|N|1|9/20/2011 9:41:00 AM|1|A|2|2|8|0|0|4508|0.1|1515
MF|71289749|BB922708|BB5833|ACT|629900|177|Ash Swamp Rd||1155||03857|N|21|9/20/2011 9:29:00 AM|2097151|A|2|1|12|0|10|2086524|47.9|2514
MF|71289774|NB110707|G95235|ACT|210000|61-63|Hildreth St||372|CNV|01850|N|2|9/20/2011 9:59:00 AM|3|D|2|2|12|0|0|4404|0.1|2856
MF|71289806|G0001961|G46000|ACT|159900|54|Kendall St||364||01841|N|10|9/20/2011 10:48:00 AM|1023|A|2|2|8|0|6|2495|0.06|1557
MF|71289904|K0002875|K95523|ACT|399900|133|North Ave.||439||01756|N|12|9/20/2011 12:59:00 PM|4095|G|2|2|12|2|10|342381|7.86|3552
MF|71289914|K9502251|AC1796|ACT|135000|2|Blodgett Place||401||01605|N|11|9/20/2011 1:14:00 PM|2047|B|3|4|18|0|2|5532|0.13|3909
MF|71290007|D9503054|AC1624|EXT|1000000|28|Webster Street||54||02494|N|2|9/20/2011 2:51:00 PM|3|A|2|2|15|1|4|44396|1.02|3737
MF|71290171|M9502265|M95216|ACT|99478|859-861|Chestnut St||839||01107|U|6|9/26/2011 7:47:00 PM|63|A|2|3|14|2|2|12415|0.29|3848
MF|71290236|BB982889|AC1171|EXT|309900|22|Trevalley Rd||20||02151|N|1|9/20/2011 9:49:00 PM|1|G|2|3|9|2|1|5403|0.12|4000
MF|71290253|BB980572|BB1175|ACT|224900|28|Richmond St||438||01504|N|14|9/20/2011 11:02:00 PM|16383|J|3|3|15|0|6|5000|0.11|3226
MF|71290356|TM004353|M95332|ACT|229000|1-3|Newell Ct||511||01301|N|16|9/21/2011 10:32:00 AM|65535|G|2|3|10|1|4|0.14|0|2812
MF|71290475|FR000158|FR0062|ACT|259000|303|Pitman St.||161||02723|U|21|1/4/2012 3:27:00 PM|2097151|B|3|3|12|0|0|6098|0.14|3874
MF|71290628|FR000264|FR0212|ACT|189900|511|N Front St||156|NNO|02746|N|1|9/21/2011 4:39:00 PM|1|B|3|3|15|0|0|2529|0.06|3201
MF|71290675|TEAM0523|BB9029|ACT|229900|39|Wilfred Street||312|LWE|01905|N|11|9/21/2011 4:38:00 PM|2047|A|2|2|10|0|8|7380|0.17|2484
MF|71290695|K8002050|AC0477|ACT|235000|19|Everett St||180||02346|N|24|9/21/2011 4:56:00 PM|16777215|G|2|2|10|2|8|10890|0.25|2514
MF|71290723|BB954907|BB5236|ACT|139000|716|County St||156||02740|N|9|12/21/2011 4:46:00 PM|511|E|9|3|31|0|2|13590|0.31|6999
MF|71290833|G0001027|G61700|ACT|269900|246-248|S. Broadway||364||01843|N|3|9/22/2011 12:49:00 AM|7|B|3|3|18|4|0|6390|0.15|4348
MF|71290866|CT003909|NB9260|ACT|2875000|220|Broadway||22||02150|N|5|9/22/2011 8:46:00 AM|31|O|18|3|99|0|0|12377|0.28|21775
MF|71290964|BB805513|BB8192|ACT|210000|277|Whittenton St.||173||02780|N|17|9/22/2011 11:01:00 AM|131071|A|2|2|14|0|10|4792|0.11|2634
MF|71291077|TM005826|FR0235|ACT|179900|288|Palmer St||156||02740|N|4|9/22/2011 12:47:00 PM|15|A|2|3|12|1|3|4089|0.09|2739
MF|71291183|K8000234|K95550|ACT|175000|33|CUTLER STREET||401||01604|N|3|9/22/2011 2:48:00 PM|7|B|3|3|18|0|2|9102|0.21|4818
MF|71291562|K8002112|K95614|ACT|159800|948|School St.||432||01570|N|1|9/23/2011 11:14:00 AM|1|A|2|2|10|0|4|5662|0.13|2288
MF|71291656|K8001812|K01012|ACT|119900|21|Overland St||428||01550|N|18|9/23/2011 12:58:00 PM|262143|G|2|2|11|0|4|10290|0.24|2144
MF|71291962|BB700135|BB5752|ACT|539900|178-180|Fellsway West||16||02155|N|12|9/24/2011 7:22:00 AM|4095|B|3|3|15|0|7|3247|0.07|3921
MF|71291964|BB700135|BB5752|ACT|424900|166-168|Grant Ave||16||02155|N|13|9/24/2011 7:55:00 AM|8191|A|2|0|13|0|4|0.15|0|2974
MF|71291990|A8002231|A80015|ACT|919900|3|Porrazzo Rd||196||02045|N|7|9/24/2011 11:57:00 AM|127|E|9|3|48|0|9|13809|0.32|10640
MF|71292079|M9500778|M95161|ACT|129900|25|Sachem St||839||01108|N|1|9/24/2011 4:27:00 PM|1|A|2|3|13|2|0|5519|0.13|3548
MF|71292148|BB903017|AC0545|ACT|359900|155|Grove st.||1|009|02132|N|5|2/20/2012 12:59:00 PM|31|A|2|2|8|0|3|6098|0.14|1932
MF|71292149|BB903017|AC0545|ACT|359900|159|Grove st.||1|009|02132|N|5|2/20/2012 1:00:00 PM|31|A|2|2|8|0|3|4944|0.11|1932
MF|71292152|BB903017|AC0545|ACT|719800|155-159|Grove st.||1|009|02132|N|8|2/20/2012 1:03:00 PM|255|C|4|4|16|0|6|11042|0.25|3864
MF|71292257|K9500310|K95491|ACT|154000|37|Chestnut St||421||01562|N|30|9/26/2011 8:01:00 AM|1073741823|C|4|3|17|0|6|12548|0.29|2988
MF|71292264|J0001530|M80012|ACT|185000|41|Dale street||857||01020|N|23|9/26/2011 8:20:00 AM|8388607|F|2|2|11|2|4|5227|0.12|0
MF|71292375|BB904874|BB2685|ACT|469000|10|baxendale ave||185||02301|N|1|9/26/2011 11:34:00 AM|1|E|6|3|25|0|2|4792|0.11|4250
MF|71292378|K9503120|K01330|ACT|215000|186-188|Canterbury Street||401||01603|N|10|9/26/2011 11:36:00 AM|1023|I|3|2|18|0|3|6333|0.15|3510
MF|71292398|BB805664|FR0126|ACT|149900|5|BONNEAU COURT||156|NNO|02746|N|1|9/26/2011 12:02:00 PM|1|M|4|4|18|0|0|1300|0.03|2955
MF|71292514|H5528238|H95003|ACT|139000|52|Winter St||455||01420|N|1|9/28/2011 1:22:00 PM|1|G|2|2|12|5|5|6040|0.14|2764
MF|71292570|M9500433|M55500|ACT|127900|58-60|Howes St||839|841|01118|N|1|9/26/2011 6:03:00 PM|1|A|2|2|11|0|3|5001|0.11|3216
MF|71292605|BB921697|BB3163|ACT|185000|23|Summit St||46||01702|N|1|9/26/2011 4:40:00 PM|1|A|2|3|9|0|2|6534|0.15|1974
MF|71292613|C8000087|G80039|ACT|199900|352|Primrose St||352||01830|N|1|9/26/2011 4:50:00 PM|1|G|2|3|12|0|6|6151|0.14|2200
MF|71292733|G8000427|AC0501|ACT|140000|82|Ferry St||364||01841|N|1|9/26/2011 11:53:00 PM|1|A|2|2|10|2|5|2752|0.06|1752
MF|71292762|BB700490|AC1557|EXT|179900|323|Bank St||161||02720|N|3|9/27/2011 8:30:00 AM|7|B|3|3|15|5|4|5663|0.13|3594
MF|71292786|K9503120|K01330|ACT|228900|27|Grove St||423||01535|N|16|12/7/2011 8:49:00 AM|65535|C|4|3|16|3|12|32670|0.75|1860
MF|71292816|CT005810|FR0150|ACT|189000|1073|Bedford St||161||02723|N|1|9/27/2011 10:48:00 AM|1|A|2|2|12|0|2|2614|0.06|2580
MF|71292950|B8000049|AC1300|ACT|180000|44-46|Sanborn St||364||01843|N|11|2/15/2012 12:36:00 PM|2047|G|2|0|11|0|2|3870|0.09|2436
MF|71292962|NB115172|AC0348|ACT|275000|50|Wilmington St.||185||02301|N|16|9/27/2011 1:58:00 PM|65535|B|3|3|15|0|9|6970|0.16|3837
MF|71292999|H6320137|H95149|ACT|90000|141|Salem Street||455||01420|N|6|9/27/2011 4:09:00 PM|63|G|2|2|8|0|2|6670|0.15|1680
MF|71293024|TM005891|K95344|ACT|190000|15|Edward St||401||01605|N|30|9/27/2011 3:19:00 PM|1073741823|A|2|2|10|1|3|5612|0.13|2468
MF|71293132|BB903975|BB4390|ACT|295000|37|Eidelweiss Drive||1131||03849|N|5|9/27/2011 7:12:00 PM|31|F|2|2|12|0|8|20000|0.46|1800
MF|71293149|C9501302|AC0607|ACT|249000|68|Ash St||185||02301|N|1|9/27/2011 7:57:00 PM|1|A|2|2|12|0|2|7841|0.18|3339
MF|71293150|C9501302|AC0607|ACT|220000|140|Child St||1|006|02136|N|1|9/27/2011 7:57:00 PM|1|A|2|2|8|0|3|4092|0.09|2001
MF|71293280|BB903582|BB9593|ACT|329900|40|COTTAGE STREET||46|12E|01701|N|27|9/28/2011 10:18:00 AM|134217727|A|2|2|8|0|8|15246|0.35|1989
MF|71293317|BB803680|BB3468|ACT|318000|11|Harold Park||1|004|02119|N|13|9/28/2011 10:56:00 AM|8191|J|3|4|18|0|0|4000|0.09|3882
MF|71293421|BB903294|BB3430|ACT|224900|25|Dodge Ave||68||02760|N|3|9/28/2011 1:07:00 PM|7|G|2|2|8|4|4|15894|0.36|1440
MF|71293531|CT001618|AC1061|ACT|249000|142|Lower County||105||02639|N|13|9/28/2011 2:46:00 PM|8191|F|2|1|7|0|3|10018|0.23|1300
MF|71293793|K9502700|AC1028|EXT|549900|191|Maple Ave||409||01545|N|13|9/29/2011 8:47:00 AM|8191|A|2|3|15|3|10|33576|0.77|4424
MF|71293835|J0001066|J63000|ACT|79900|213|School St||857||01013|N|1|9/29/2011 9:59:00 AM|1|G|2|2|8|0|0|2178|0.05|1559
MF|71293869|TM000959|AC0322|ACT|99900|3-5|Moon Street||428||01550|N|26|9/29/2011 10:52:00 AM|67108863|C|4|3|19|2|2|4823|0.11|3300
MF|71293923|BB983376|AC1567|ACT|849900|166|Union Avenue||46||01702|N|13|10/1/2011 4:10:00 PM|8191|P|12|3|38|0|0|8276|0.19|5876
MF|71293958|BB302249|A95662|ACT|299900|139|Lawrence Street||185||02302|N|3|9/29/2011 12:52:00 PM|7|C|4|2|18|1|4|6534|0.15|3300
